raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
LTAT 050050Z VRB02KT 9999 SCT035 BKN090 10/07 Q1005 NOSIG RMK RWY03 VRB02KT,LTAT,2024-05-05T00:50:00Z,38.435,38.092,10,7,VRB,2,,6+,29.68,,,,,,TRUE,,,,,SCT,3500,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,850
LTAR 050050Z 22004KT 8000 -SHRA BKN005 BKN020 BKN070 03/03 Q1006,LTAR,2024-05-05T00:50:00Z,39.798,36.894,3,3,220,4,,4.97,29.70,,,,,,,,,,-SHRA,BKN,500,BKN,2000,BKN,7000,,,IFR,,,,,,,,,,,,METAR,1601
LTAP 050050Z 27004KT 9999 FEW018 SCT040 BKN080 10/09 Q1006 NOSIG RMK RWY23 35004KT 310V040,LTAP,2024-05-05T00:50:00Z,40.826,35.52,10,9,270,4,,6+,29.70,,,,,,TRUE,,,,,FEW,1800,SCT,4000,BKN,8000,,,VFR,,,,,,,,,,,,METAR,536
LTAN 050050Z VRB01KT 9999 -SHRA SCT030 BKN090 07/05 Q1007 NOSIG,LTAN,2024-05-05T00:50:00Z,37.979,32.562,7,5,VRB,1,,6+,29.73,,,,,,TRUE,,,,-SHRA,SCT,3000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,1029
LTAI 050050Z 32009KT 9999 SCT030 15/07 Q1005 NOSIG RMK RWY18C 30009KT RWY36R 31008KT RWY18L 31008KT,LTAI,2024-05-05T00:50:00Z,36.9,30.798,15,7,320,9,,6+,29.68,,,,,,TRUE,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,50
LTAG 050050Z 17008KT 9999 SCT030 BKN100 18/11 Q1002 NOSIG RMK 3CU030 5AC100,LTAG,2024-05-05T00:50:00Z,37.002,35.426,18,11,170,8,,6+,29.59,,,,,,TRUE,,,,,SCT,3000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,62
LTAF 050050Z 16007KT 9999 SCT030 18/13 Q1003 NOSIG RMK RWY23 20008KT 3CU030,LTAF,2024-05-05T00:50:00Z,36.989,35.293,18,13,160,7,,6+,29.62,,,,,,TRUE,,,,,SCT,3000,,,,,,,VFR,,,0.8,,,,,,,,,METAR,19
LTAE 050050Z 05003KT 9999 SCT040 SCT100 08/05 Q1008 NOSIG RMK RWY21 VRB02KT,LTAE,2024-05-05T00:50:00Z,40.079,32.566,8,5,50,3,,6+,29.76,,,,,,TRUE,,,,,SCT,4000,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,836
LTAC 050050Z 01002KT 9999 SCT040 SCT080 06/04 Q1007 NOSIG RMK RWY21L 35001KT RWY03L 36002KT RWY21R 32001KT,LTAC,2024-05-05T00:50:00Z,40.128,32.995,6,4,10,2,,6+,29.73,,,,,,TRUE,,,,,SCT,4000,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,952
LSZS 050050Z AUTO VRB01KT 9999 NCD 01/00 Q1017,LSZS,2024-05-05T00:50:00Z,46.526,9.879,1,0,VRB,1,,6+,30.03,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1708
LSZR 050050Z AUTO 11004KT 9999 BKN100 12/09 Q1013,LSZR,2024-05-05T00:50:00Z,47.485,9.561,12,9,110,4,,6+,29.91,,,TRUE,,,,,,,,BKN,10000,,,,,,,VFR,,,,,,,,,,,,METAR,396
LSZL 050050Z AUTO VRB01KT 9999NDV FEW096 SCT150 11/10 Q1016 RMK,LSZL,2024-05-05T00:50:00Z,46.164,8.878,11,10,VRB,1,,,30.00,,,TRUE,,,,,,,,FEW,9600,SCT,15000,,,,,,,,,,,,,,,,,METAR,198
LSZH 050050Z AUTO 18004KT 130V230 9999 FEW060 14/08 Q1013 TEMPO RA,LSZH,2024-05-05T00:50:00Z,47.48,8.536,14,8,180,4,,6+,29.91,,,TRUE,,,,,,,,FEW,6000,,,,,,,VFR,,,,,,,,,,,,METAR,424
LSZG 050050Z AUTO 26011KT 9999 -RA FEW065 BKN075 12/11 Q1014,LSZG,2024-05-05T00:50:00Z,47.179,7.415,12,11,260,11,,6+,29.94,,,TRUE,,,,,,,-RA,FEW,6500,BKN,7500,,,,,VFR,,,,,,,,,,,,METAR,428
LSZC 050050Z AUTO VRB03KT 9999 FEW100 BKN110 BKN120 10/08 Q1014,LSZC,2024-05-05T00:50:00Z,46.972,8.392,10,8,VRB,3,,6+,29.94,,,TRUE,,,,,,,,FEW,10000,BKN,11000,BKN,12000,,,VFR,,,,,,,,,,,,METAR,445
LSZB 050050Z AUTO 26009KT 230V300 9999 -RA BKN070 13/09 Q1014 REDZ,LSZB,2024-05-05T00:50:00Z,46.914,7.497,13,9,260,9,,6+,29.94,,,TRUE,,,,,,,-RA,BKN,7000,,,,,,,VFR,,,,,,,,,,,,METAR,510
LSZA 050050Z AUTO 01003KT CAVOK 11/10 Q1016,LSZA,2024-05-05T00:50:00Z,46.004,8.91,11,10,10,3,,6+,30.00,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,276
LSMP 050050Z AUTO 23012KT 9999NDV -RA SCT057 OVC065 13/10 Q1014 RMK,LSMP,2024-05-05T00:50:00Z,46.844,6.916,13,10,230,12,,,29.94,,,TRUE,,,,,,,-RA,SCT,5700,OVC,6500,,,,,,,,,,,,,,,,,METAR,490
LSMM 050050Z AUTO VRB02KT 9999NDV SCT100 OVC120 09/07 Q1014 RMK,LSMM,2024-05-05T00:50:00Z,46.743,8.11,9,7,VRB,2,,,29.94,,,TRUE,,,,,,,,SCT,10000,OVC,12000,,,,,,,,,,,,,,,,,METAR,570
LSME 050050Z AUTO VRB02KT 9999NDV FEW092 SCT110 OVC130 12/09 Q1014 RMK,LSME,2024-05-05T00:50:00Z,47.092,8.305,12,9,VRB,2,,,29.94,,,TRUE,,,,,,,,FEW,9200,SCT,11000,OVC,13000,,,,,,,,,,,,,,,METAR,427
LSMD 050050Z AUTO 28006KT 250V320 9999NDV BKN100 OVC140 15/08 Q1013 RMK,LSMD,2024-05-05T00:50:00Z,47.399,8.648,15,8,280,6,,,29.91,,,TRUE,,,,,,,,BKN,10000,OVC,14000,,,,,,,,,,,,,,,,,METAR,436
LSMA 050050Z AUTO 00000KT 9999NDV SCT100 10/08 Q1014 RMK,LSMA,2024-05-05T00:50:00Z,46.943,8.286,10,8,0,0,,,29.94,,,TRUE,,,,,,,,SCT,10000,,,,,,,,,,,,,,,,,,,METAR,441
LSGS 050050Z AUTO 26006KT 200V290 9999 -RA BKN060 13/09 Q1016,LSGS,2024-05-05T00:50:00Z,46.219,7.33,13,9,260,6,,6+,30.00,,,TRUE,,,,,,,-RA,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,482
LSGG 050050Z AUTO 24008KT 9999 -SHRA SCT041 BKN058 12/11 Q1015 NOSIG,LSGG,2024-05-05T00:50:00Z,46.248,6.128,12,11,240,8,,6+,29.97,,,TRUE,,,TRUE,,,,-SHRA,SCT,4100,BKN,5800,,,,,VFR,,,,,,,,,,,,METAR,411
LSGC 050050Z AUTO 20008KT 9999 -RA BKN018 BKN020 09/08 Q1014 RESN,LSGC,2024-05-05T00:50:00Z,47.083,6.792,9,8,200,8,,6+,29.94,,,TRUE,,,,,,,-RA,BKN,1800,BKN,2000,,,,,MVFR,,,,,,,,,,,,METAR,1018
LOWW 050050Z 17005KT CAVOK 11/09 Q1013 NOSIG,LOWW,2024-05-05T00:50:00Z,48.117,16.582,11,9,170,5,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,179
LOWS 050050Z AUTO 19004KT 9999 NCD 08/07 Q1012,LOWS,2024-05-05T00:50:00Z,47.789,13.009,8,7,190,4,,6+,29.88,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,427
LOWL 050050Z AUTO VRB02KT 9999 FEW001 10/10 Q1012,LOWL,2024-05-05T00:50:00Z,48.233,14.188,10,10,VRB,2,,6+,29.88,,,TRUE,,,,,,,,FEW,100,,,,,,,VFR,,,,,,,,,,,,METAR,290
LOWK 050050Z AUTO 29004KT 9999 NCD 09/07 Q1015,LOWK,2024-05-05T00:50:00Z,46.648,14.318,9,7,290,4,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,450
LOWI 050050Z AUTO VRB02KT 9999 NCD 10/06 Q1014,LOWI,2024-05-05T00:50:00Z,47.26,11.344,10,6,VRB,2,,6+,29.94,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,570
LOWG 050050Z AUTO VRB01KT 9999 2300W BR FEW001 10/09 Q1014,LOWG,2024-05-05T00:50:00Z,46.997,15.447,10,9,VRB,1,,6+,29.94,,,TRUE,,,,,,,BR,FEW,100,,,,,,,VFR,,,,,,,,,,,,METAR,337
LLBG 050050Z 19004KT 9999 FEW027 19/16 Q1009 NOSIG,LLBG,2024-05-05T00:50:00Z,32.011,34.887,19,16,190,4,,6+,29.79,,,,,,TRUE,,,,,FEW,2700,,,,,,,VFR,,,,,,,,,,,,METAR,35
LIRZ 050050Z AUTO 02004KT 9999 NCD 08/08 Q1018,LIRZ,2024-05-05T00:50:00Z,43.097,12.51,8,8,20,4,,6+,30.06,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,206
LIRQ 050050Z VRB02KT 9999 BKN025 14/12 Q1017,LIRQ,2024-05-05T00:50:00Z,43.81,11.205,14,12,VRB,2,,6+,30.03,,,,,,,,,,,BKN,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,33
LIRN 050050Z AUTO 08001KT 9999 NCD 13/10 Q1017,LIRN,2024-05-05T00:50:00Z,40.885,14.292,13,10,80,1,,6+,30.03,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,76
LIRF 050050Z 03003KT CAVOK 10/09 Q1017 NOSIG,LIRF,2024-05-05T00:50:00Z,41.8,12.239,10,9,30,3,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2
LIPZ 050050Z 25005KT CAVOK 15/12 Q1014 NOSIG,LIPZ,2024-05-05T00:50:00Z,45.505,12.352,15,12,250,5,,6+,29.94,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3
LIPY 050050Z AUTO 20004KT 9999 NCD 11/09 Q1016,LIPY,2024-05-05T00:50:00Z,43.617,13.36,11,9,200,4,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,11
LIPX 050050Z 29005KT CAVOK 13/10 Q1015,LIPX,2024-05-05T00:50:00Z,45.387,10.872,13,10,290,5,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,67
LIPR 050050Z AUTO VRB01KT 9999 NCD 11/09 Q1015,LIPR,2024-05-05T00:50:00Z,44.02,12.612,11,9,VRB,1,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,10
LIPQ 050050Z AUTO 10005KT 9999 NCD 10/09 Q1015,LIPQ,2024-05-05T00:50:00Z,45.828,13.472,10,9,100,5,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6
LIPO 050050Z AUTO 30003KT 9999 NCD 12/11 Q1015,LIPO,2024-05-05T00:50:00Z,45.429,10.331,12,11,300,3,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,104
LIPH 050050Z AUTO 02003KT 9999 OVC077/// 15/13 Q1015,LIPH,2024-05-05T00:50:00Z,45.648,12.194,15,13,20,3,,6+,29.97,,,TRUE,,,,,,,,OVC,7700,,,,,,,VFR,,,,,,,,,,,,METAR,10
LIPE 050050Z AUTO 20005KT 9999 NCD 14/10 Q1015,LIPE,2024-05-05T00:50:00Z,44.531,11.297,14,10,200,5,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,37
LIMZ 050050Z AUTO 22004KT 9999 FEW210/// 10/09 Q1016,LIMZ,2024-05-05T00:50:00Z,44.547,7.623,10,9,220,4,,6+,30.00,,,TRUE,,,,,,,,FEW,21000,,,,,,,VFR,,,,,,,,,,,,METAR,377
LIML 050050Z 27004KT 240V300 CAVOK 15/09 Q1015 NOSIG,LIML,2024-05-05T00:50:00Z,45.461,9.263,15,9,270,4,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,109
LIMJ 050050Z VRB01KT 9999 FEW018 15/12 Q1017,LIMJ,2024-05-05T00:50:00Z,44.413,8.838,15,12,VRB,1,,6+,30.03,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,3
LIMF 050050Z VRB03KT 9999 SCT050 13/10 Q1015,LIMF,2024-05-05T00:50:00Z,45.203,7.649,13,10,VRB,3,,6+,29.97,,,,,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,295
LIME 050050Z VRB02KT CAVOK 13/10 Q1016 NOSIG,LIME,2024-05-05T00:50:00Z,45.674,9.704,13,10,VRB,2,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,239
LIMC 050050Z VRB02KT CAVOK 12/09 Q1015 NOSIG,LIMC,2024-05-05T00:50:00Z,45.631,8.728,12,9,VRB,2,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,221
LIEO 050050Z 20003KT CAVOK 13/07 Q1018,LIEO,2024-05-05T00:50:00Z,40.899,9.518,13,7,200,3,,6+,30.06,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
LIEE 050050Z 35006KT CAVOK 12/09 Q1018,LIEE,2024-05-05T00:50:00Z,39.243,9.06,12,9,350,6,,6+,30.06,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1
LIEA 050050Z 08001KT CAVOK 10/10 Q1018,LIEA,2024-05-05T00:50:00Z,40.631,8.289,10,10,80,1,,6+,30.06,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,22
LICR 050050Z AUTO 03008KT 9999 NCD 15/11 Q1018,LICR,2024-05-05T00:50:00Z,38.072,15.654,15,11,30,8,,6+,30.06,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,16
LICJ 050050Z 17003KT CAVOK 13/05 Q1019,LICJ,2024-05-05T00:50:00Z,38.176,13.091,13,5,170,3,,6+,30.09,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,20
LICD 050050Z AUTO 31008KT 9999 NCD 17/13 Q1018,LICD,2024-05-05T00:50:00Z,35.498,12.618,17,13,310,8,,6+,30.06,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,20
LICC 050050Z VRB02KT CAVOK 12/05 Q1017,LICC,2024-05-05T00:50:00Z,37.467,15.064,12,5,VRB,2,,6+,30.03,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6
LICB 050050Z AUTO 07004KT 9999 NCD 08/02 Q1018,LICB,2024-05-05T00:50:00Z,36.994,14.606,8,2,70,4,,6+,30.06,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,212
LICA 050050Z AUTO 20006KT 9999 FEW024/// BKN038/// 15/12 Q1018,LICA,2024-05-05T00:50:00Z,38.908,16.242,15,12,200,6,,6+,30.06,,,TRUE,,,,,,,,FEW,2400,BKN,3800,,,,,VFR,,,,,,,,,,,,METAR,7
LIBR 050050Z 33013KT 9999 FEW010 16/14 Q1015,LIBR,2024-05-05T00:50:00Z,40.658,17.951,16,14,330,13,,6+,29.97,,,,,,,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,5
LIBP 050050Z AUTO 24004KT 9999 FEW078/// 11/11 Q1017,LIBP,2024-05-05T00:50:00Z,42.432,14.181,11,11,240,4,,6+,30.03,,,TRUE,,,,,,,,FEW,7800,,,,,,,VFR,,,,,,,,,,,,METAR,10
LIBD 050050Z 24005KT CAVOK 11/08 Q1016,LIBD,2024-05-05T00:50:00Z,41.138,16.765,11,8,240,5,,6+,30.00,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,42
LGTS 050050Z VRB02KT 9999 FEW035 12/10 Q1013 NOSIG,LGTS,2024-05-05T00:50:00Z,40.52,22.971,12,10,VRB,2,,6+,29.91,,,,,,TRUE,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,4
LGSO 050050Z AUTO 35019KT //// // ////// 16/11 Q1009 RE//,LGSO,2024-05-05T00:50:00Z,37.422,24.95,16,11,350,19,,,29.79,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,71
LGSA 050050Z 32005KT 9999 FEW012 BKN025 15/13 Q1010,LGSA,2024-05-05T00:50:00Z,35.54,24.141,15,13,320,5,,6+,29.82,,,,,,,,,,,FEW,1200,BKN,2500,,,,,MVFR,,,,,,,,,,,,METAR,122
LGRX 050050Z 00000KT 9999 FEW020 11/11 Q1013,LGRX,2024-05-05T00:50:00Z,38.151,21.426,11,11,0,0,,6+,29.91,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,16
LGRP 050050Z 00000KT 9999 FEW016TCU SCT020 15/12 Q1004 NOSIG,LGRP,2024-05-05T00:50:00Z,36.405,28.086,15,12,0,0,,6+,29.65,,,,,,TRUE,,,,,FEW,1600,SCT,2000,,,,,VFR,,,,,,,,,,,,METAR,3
LGPZ 050050Z 00000KT 9999 FEW020 12/11 Q1013,LGPZ,2024-05-05T00:50:00Z,38.921,20.761,12,11,0,0,,6+,29.91,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,3
LGPA 050050Z AUTO 36023KT //// -RA ////// 16/11 Q1008 RE//,LGPA,2024-05-05T00:50:00Z,37.022,25.114,16,11,360,23,,,29.76,,,TRUE,,,,,,,-RA,,,,,,,,,,,,,,,,,,,,,METAR,42
LGMK 050050Z 01016KT 9999 FEW008 SCT018 15/09 Q1007,LGMK,2024-05-05T00:50:00Z,37.435,25.348,15,9,10,16,,6+,29.73,,,,,,,,,,,FEW,800,SCT,1800,,,,,VFR,,,,,,,,,,,,METAR,126
LGLM 050050Z 04015G25KT 9999 FEW012 SCT025 14/12 Q1011,LGLM,2024-05-05T00:50:00Z,39.917,25.236,14,12,40,15,25,6+,29.85,,,,,,,,,,,FEW,1200,SCT,2500,,,,,VFR,,,,,,,,,,,,METAR,4
LGKZ 050050Z AUTO 35008KT 310V030 //// // ////// 11/07 Q1015 RE//,LGKZ,2024-05-05T00:50:00Z,40.288,21.842,11,7,350,8,,,29.97,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,615
LGKR 050050Z 00000KT 9999 FEW020 15/12 Q1012 NOSIG,LGKR,2024-05-05T00:50:00Z,39.61,19.913,15,12,0,0,,6+,29.88,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2
LGKO 050050Z 01003KT 9999 FEW016TCU BKN018 13/11 Q1006,LGKO,2024-05-05T00:50:00Z,36.801,27.091,13,11,10,3,,6+,29.70,,,,,,,,,,,FEW,1600,BKN,1800,,,,,MVFR,,,,,,,,,,,,METAR,130
LGKL 050050Z AUTO VRB03KT //// // ////// 11/10 Q1012 RE//,LGKL,2024-05-05T00:50:00Z,37.068,22.026,11,10,VRB,3,,,29.88,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,4
LGIR 050050Z 31021KT 9999 FEW018 BKN025 17/11 Q1009 NOSIG,LGIR,2024-05-05T00:50:00Z,35.337,25.173,17,11,310,21,,6+,29.79,,,,,,TRUE,,,,,FEW,1800,BKN,2500,,,,,MVFR,,,,,,,,,,,,METAR,37
LGIO 050050Z AUTO VRB02KT //// // ////// 07/07 Q1015 RE//,LGIO,2024-05-05T00:50:00Z,39.696,20.823,7,7,VRB,2,,,29.97,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,476
LGBL 050050Z 29004KT 9999 FEW030 12/10 Q1013,LGBL,2024-05-05T00:50:00Z,39.22,22.794,12,10,290,4,,6+,29.91,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,13
LGAV 050050Z 36010KT 9999 SCT025 16/10 Q1011 NOSIG,LGAV,2024-05-05T00:50:00Z,37.936,23.945,16,10,360,10,,6+,29.85,,,,,,TRUE,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,83
LGAL 050050Z 02015KT 9999 FEW012 SCT025 16/12 Q1011,LGAL,2024-05-05T00:50:00Z,40.856,25.945,16,12,20,15,,6+,29.85,,,,,,,,,,,FEW,1200,SCT,2500,,,,,VFR,,,,,,,,,,,,METAR,5
LGAD 050050Z VRB03KT 9999 FEW020 12/11 Q1013,LGAD,2024-05-05T00:50:00Z,37.923,21.287,12,11,VRB,3,,6+,29.91,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,8
LCRA 050050Z 26011KT 9999 FEW030 19/12 Q1006 NOSIG,LCRA,2024-05-05T00:50:00Z,34.59,32.988,19,12,260,11,,6+,29.70,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,23
LCEN 050050Z 24005KT 9999 FEW020 14/07 Q1006 NOSIG RMK RWY11R 22005KT RWY29R 24005KT RWY11L 00000KT,LCEN,2024-05-05T00:50:00Z,35.155,33.496,14,7,240,5,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,91
LATI 050050Z 13003KT 110V180 CAVOK 11/11 Q1015 NOSIG,LATI,2024-05-05T00:50:00Z,41.419,19.716,11,11,130,3,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,32
KWWR 050050Z AUTO 07006KT 10SM OVC035 16/10 A3003 RMK AO2,KWWR,2024-05-05T00:50:00Z,36.4374,-99.5234,16,10,70,6,,10+,30.03,,,TRUE,TRUE,,,,,,,OVC,3500,,,,,,,VFR,,,,,,,,,,,,METAR,664
KW29 050050Z AUTO 09006KT 10SM OVC009 11/ A3024 RMK AO2 T0112////,KW29,2024-05-05T00:50:00Z,38.9777,-76.3276,11.2,,90,6,,10+,30.24,,,TRUE,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,1
KVQQ 050050Z 12010KT 10SM CLR 25/18 A3003,KVQQ,2024-05-05T00:50:00Z,30.2035,-81.8725,25,18,120,10,,10+,30.03,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21
KVES 050050Z AUTO 16003KT 10SM CLR 18/18 A2989 RMK AO2,KVES,2024-05-05T00:50:00Z,40.2056,-84.5346,18,18,160,3,,10+,29.89,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,308
KUKF 050050Z AUTO 07005KT 10SM OVC004 16/16 A3015 RMK AO2,KUKF,2024-05-05T00:50:00Z,36.2188,-81.1002,16,16,70,5,,10+,30.15,,,TRUE,TRUE,,,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,383
KTQV 050050Z AUTO 05007KT 5SM BR OVC005 17/17 A3011 RMK A01,KTQV,2024-05-05T00:50:00Z,36.007,-78.937,17,17,50,7,,5,30.11,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,230
KSUT 050050Z AUTO 13004KT 10SM CLR 23/19 A3010 RMK AO2 T02250187,KSUT,2024-05-05T00:50:00Z,33.9292,-78.0722,22.5,18.7,130,4,,10+,30.10,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6
KRYY 050050Z 00000KT 10SM CLR 22/17 A3003 RMK AO2 LTG DSNT NW SLP159 T02220172 $,KRYY,2024-05-05T00:50:00Z,34.0146,-84.5964,22.2,17.2,0,0,,10+,30.03,1015.9,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,306
KRWV 050050Z AUTO 13009KT 10SM BKN100 BKN120 26/20 A2985 RMK AO2 LTG DSNT W T02580200,KRWV,2024-05-05T00:50:00Z,30.5161,-96.7051,25.8,20,130,9,,10+,29.85,,,TRUE,TRUE,,,,,,,BKN,10000,BKN,12000,,,,,VFR,,,,,,,,,,,,METAR,116
KRBO 050050Z AUTO 12012G16KT 10SM CLR 26/23 A2979 RMK AO2 T02620230,KRBO,2024-05-05T00:50:00Z,27.7781,-97.6878,26.2,23,120,12,16,10+,29.79,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,24
KPVW 050050Z AUTO 07011KT 10SM -RA BKN016 BKN055 OVC070 13/11 A2997 RMK AO2 LTG DSNT E THRU S P0001 T01270109,KPVW,2024-05-05T00:50:00Z,34.169,-101.723,12.7,10.9,70,11,,10+,29.97,,,TRUE,TRUE,,,,,,-RA,BKN,1600,BKN,5500,OVC,7000,,,MVFR,,,,,,0.01,,,,,,METAR,1029
KPTT 050050Z AUTO 09005KT 10SM CLR 17/09 A3002 RMK AO2 T01690089,KPTT,2024-05-05T00:50:00Z,37.7069,-98.7453,16.9,8.9,90,5,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,594
KOPL 050050Z AUTO 16003KT 10SM CLR 24/22 A2995 RMK AO2 P0002 T02370215,KOPL,2024-05-05T00:50:00Z,30.5643,-92.1021,23.7,21.5,160,3,,10+,29.95,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,0.02,,,,,,METAR,22
KOLY 050050Z AUTO 25003KT 10SM SCT075 25/15 A2990 RMK AO2 LTG DSNT W AND NW T02520152,KOLY,2024-05-05T00:50:00Z,38.7213,-88.1799,25.2,15.2,250,3,,10+,29.90,,,TRUE,TRUE,,,,,,,SCT,7500,,,,,,,VFR,,,,,,,,,,,,METAR,144
KOLV 050050Z 23004KT 10SM CLR 23/19 A2994,KOLV,2024-05-05T00:50:00Z,34.9808,-89.7851,23,19,230,4,,10+,29.94,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,124
KO86 050050Z AUTO 00000KT 10SM FEW023 FEW031 BKN037 08/04 A2966 RMK A01,KO86,2024-05-05T00:50:00Z,40.9845,-122.693,8,4,0,0,,10+,29.66,,,TRUE,TRUE,,,,,,,FEW,2300,FEW,3100,BKN,3700,,,VFR,,,,,,,,,,,,METAR,729
